Type	IRI	Status	Label
Class	http://purl.obolibrary.org/obo/GO_0071608		macrophage inflammatory protein-1 alpha production
Class	http://purl.obolibrary.org/obo/OBI_0001143	metadata complete	labeled nucleic acid extract
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000958	metadata incomplete	right handed
Class	http://purl.obolibrary.org/obo/GO_0007049		cell cycle
Class	http://purl.obolibrary.org/obo/OBI_0001155	metadata incomplete	3D structural organization datum
Class	http://purl.obolibrary.org/obo/OBI_0001156	metadata complete	age since planting measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001157	metadata complete	age since hatching measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001158	metadata complete	age measurement assay
Class	http://purl.obolibrary.org/obo/OBI_0001159	metadata complete	age since egg laying measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001150	metadata complete	chromosomal substitution
Class	http://purl.obolibrary.org/obo/OBI_0001151	metadata complete	genetically modified material
Class	http://purl.obolibrary.org/obo/OBI_0001152	metadata complete	transfection
Class	http://purl.obolibrary.org/obo/OBI_0001153	metadata complete	genetic transformation objective
Class	http://purl.obolibrary.org/obo/OBI_0001154	metadata complete	induced mutation
Class	http://purl.obolibrary.org/obo/OBI_0001166	metadata complete	validation by real time PCR design
Class	http://purl.obolibrary.org/obo/OBI_0001167	metadata complete	age measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001168	metadata complete	age since fertilization measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001169	metadata complete	age since birth measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001160	metadata complete	assay validation objective
Class	http://purl.obolibrary.org/obo/OBI_0001161	metadata complete	age since germination measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001162	metadata complete	validation by reverse transcription PCR design
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000142	pending final vetting	mentions
Class	http://purl.obolibrary.org/obo/OBI_0001163	metadata complete	age since eclosion measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001164	metadata complete	age since sowing measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001165	metadata complete	age since coitus measurement datum
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000979	metadata incomplete	ambidexterous
Class	http://purl.obolibrary.org/obo/CHEBI_9754		tris
Class	http://purl.obolibrary.org/obo/OBI_0001177	metadata complete	RNA sequencing
Class	http://purl.obolibrary.org/obo/OBI_0001178	metadata complete	efficacy of in vivo intervention
Class	http://purl.obolibrary.org/obo/OBI_0001179	metadata complete	protection from infectious challenge 
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000135	pending final vetting	obsolete_specifically denotes
Class	http://purl.obolibrary.org/obo/OBI_0001170	metadata complete	reverse transcription polymerase chain reaction assay
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000136	pending final vetting	is about
Class	http://purl.obolibrary.org/obo/OBI_0001171	metadata complete	half life datum (t 1/2)
Class	http://purl.obolibrary.org/obo/OBI_0001172	metadata complete	dose response curve
Class	http://purl.obolibrary.org/obo/OBI_0001173	metadata complete	service
Class	http://purl.obolibrary.org/obo/OBI_0001174	ready for release	passive immunization
Class	http://purl.obolibrary.org/obo/OBI_0001175	metadata complete	selective organism creation objective
Class	http://purl.obolibrary.org/obo/OBI_0001176	metadata complete	Individual epitope immunization in vivo
Class	http://purl.obolibrary.org/obo/OBI_0001100	metadata complete	microcentrifuge
Class	http://purl.obolibrary.org/obo/OBI_0001101	metadata complete	electronic repeater pipette
Class	http://purl.obolibrary.org/obo/OBI_0001102	metadata complete	electron paramagnetic resonance spectrometer
Class	http://purl.obolibrary.org/obo/OBI_0001103	metadata complete	rocker
Class	http://purl.obolibrary.org/obo/OBI_0001104	metadata complete	analytical balance
Class	http://purl.obolibrary.org/obo/OBI_0001105	metadata complete	scanning force microscope
Class	http://purl.obolibrary.org/obo/NCBITaxon_4896		Schizosaccharomyces pombe
Class	http://purl.obolibrary.org/obo/OBI_0001106	metadata complete	pulsed-field gel electrophoresis system
Class	http://purl.obolibrary.org/obo/OBI_0001107	metadata complete	tissue embedding station
Class	http://purl.obolibrary.org/obo/NCBITaxon_4890		Ascomycota
Class	http://purl.obolibrary.org/obo/OBI_0001108	metadata complete	nucleic acid sequencer
Class	http://purl.obolibrary.org/obo/OBI_0001109	metadata complete	bead array reader
ObjectProperty	http://purl.obolibrary.org/obo/OBI_1110060	metadata incomplete	process is result of
Class	http://purl.obolibrary.org/obo/OBI_0001111	metadata complete	paraffin oven
Class	http://purl.obolibrary.org/obo/OBI_0001112	metadata complete	autoclave
Class	http://purl.obolibrary.org/obo/OBI_0001113	metadata complete	microplate washer
Class	http://purl.obolibrary.org/obo/OBI_0001114	metadata complete	nucleic acid extraction/purification instrument
Class	http://purl.obolibrary.org/obo/OBI_0001115	metadata complete	ELISA microplate washer
Class	http://purl.obolibrary.org/obo/OBI_0001116	metadata complete	vacuum manifold
Class	http://purl.obolibrary.org/obo/OBI_0001117	metadata complete	DNA extraction/purification instrument
Class	http://purl.obolibrary.org/obo/OBI_0001118	metadata complete	multichannel pipette
Class	http://purl.obolibrary.org/obo/OBI_0001110	metadata complete	real-time PCR machine
Class	http://purl.obolibrary.org/obo/OBI_0001119	metadata complete	cell harvester
Class	http://purl.obolibrary.org/obo/UBERON_0001797		vitreous humor
Class	http://purl.obolibrary.org/obo/UBERON_0000465		material anatomical entity
Class	http://purl.obolibrary.org/obo/UBERON_0000463		organism substance
Class	http://purl.obolibrary.org/obo/OBI_0001122	metadata complete	diffractometer
Class	http://purl.obolibrary.org/obo/OBI_0001123	metadata complete	microdissection instrument
Class	http://purl.obolibrary.org/obo/OBI_0001124	metadata complete	micropipette puller
Class	http://purl.obolibrary.org/obo/UBERON_0000479		tissue
Class	http://purl.obolibrary.org/obo/OBI_0001125	metadata complete	laser scanning confocal microscope
Class	http://purl.obolibrary.org/obo/OBI_0001126	metadata complete	digital microscope
Class	http://purl.obolibrary.org/obo/OBI_0001127	metadata complete	freeze substitution system
Class	http://purl.obolibrary.org/obo/OBI_0001128	metadata complete	micropipette
Class	http://purl.obolibrary.org/obo/OBI_0001129	metadata complete	voltage clamp device
Class	http://purl.obolibrary.org/obo/OBI_0001120	metadata complete	portable fluorometer
Class	http://purl.obolibrary.org/obo/OBI_0001121	metadata complete	gel electrophoresis system
Class	http://purl.obolibrary.org/obo/UBERON_0000477		anatomical cluster
Class	http://purl.obolibrary.org/obo/OBI_0001133	metadata complete	denaturing high-performance liquid chromatography instrument
Class	http://purl.obolibrary.org/obo/OBI_0001134	metadata complete	agarose gel electrophoresis system
Class	http://purl.obolibrary.org/obo/OBI_0001135	metadata complete	balance
Class	http://purl.obolibrary.org/obo/OBI_0001136	metadata complete	surface plasmon resonance instrument
Class	http://purl.obolibrary.org/obo/GO_0071610		chemokine (C-C motif) ligand 1 production
Class	http://purl.obolibrary.org/obo/OBI_0001137	metadata complete	protein sequencer
Class	http://purl.obolibrary.org/obo/OBI_0001138	metadata complete	X-ray source
Class	http://purl.obolibrary.org/obo/GO_0071612		IP-10 production
Class	http://purl.obolibrary.org/obo/OBI_0001139	metadata complete	liquid chromatography instrument
Class	http://purl.obolibrary.org/obo/GO_0071611		granulocyte colony-stimulating factor production
Class	http://purl.obolibrary.org/obo/GO_0071613		granzyme B production
Class	http://purl.obolibrary.org/obo/OBI_0001130	metadata complete	vacuum oven
Class	http://purl.obolibrary.org/obo/OBI_0001131	metadata complete	slide warmer
Class	http://purl.obolibrary.org/obo/GO_0044030		regulation of DNA methylation
Class	http://purl.obolibrary.org/obo/OBI_0001132	metadata complete	capillary electrophoresis instrument
AnnotationProperty	http://purl.obolibrary.org/obo/OBI_0001886	ready for release	NIAID GSCID-BRC alternative term
Class	http://purl.obolibrary.org/obo/UBERON_0000483		epithelium
Class	http://purl.obolibrary.org/obo/UBERON_0000481		multi-tissue structure
Class	http://purl.obolibrary.org/obo/OBI_0000692	metadata incomplete	recombination enzyme based cloning
Class	http://purl.obolibrary.org/obo/OBI_0000691	metadata complete	ABI 377 automated sequencer
Class	http://purl.obolibrary.org/obo/OBI_0000690	metadata incomplete	immunoprecipitation
Class	http://purl.obolibrary.org/obo/GO_0070358		actin polymerization-dependent cell motility
Class	http://purl.obolibrary.org/obo/NCBITaxon_2		Bacteria
Class	http://purl.obolibrary.org/obo/OBI_0000699	metadata incomplete	survival assessment
Class	http://purl.obolibrary.org/obo/OBI_0000698	metadata incomplete	obsolete_DNA ligase
Class	http://purl.obolibrary.org/obo/OBI_0000697	metadata complete	Helicos sequencing
Class	http://purl.obolibrary.org/obo/OBI_0000696	metadata complete	AB SOLiD System
Class	http://purl.obolibrary.org/obo/OBI_0000695	metadata complete	chain termination sequencing
Class	http://purl.obolibrary.org/obo/OBI_0000694	metadata incomplete	animal feeding
Class	http://purl.obolibrary.org/obo/OBI_0000693	metadata complete	MeDIP-seq assay
Class	http://purl.obolibrary.org/obo/OBI_0100056	metadata complete	obsolete_immortal cell line culture
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000124	ready for release	is_supported_by_data
Class	http://purl.obolibrary.org/obo/OBI_0100058	metadata complete	xenograft
Class	http://purl.obolibrary.org/obo/OBI_0100055	metadata complete	obsolete_cell line cell
Class	http://purl.obolibrary.org/obo/OBI_0100051	ready for release	specimen
Class	http://purl.obolibrary.org/obo/PATO_0001233		dorsal to
Class	http://purl.obolibrary.org/obo/OBI_0100046	ready for release	phosphate buffered saline solution
Class	http://purl.obolibrary.org/obo/SO_0000104		polypeptide
Class	http://purl.obolibrary.org/obo/NCBITaxon_8353		Xenopus <genus>
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000901	metadata incomplete	U.S. Food and Drug Administration
Class	http://purl.obolibrary.org/obo/OBI_0100067	metadata complete	bronchial alveolar lavage
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000900	metadata incomplete	obsolete_manufacturer role of applied biosystems
Class	http://purl.obolibrary.org/obo/NCBITaxon_32524		Amniota
Class	http://purl.obolibrary.org/obo/OBI_0100069	metadata complete	obsolete_polymer
AnnotationProperty	http://purl.obolibrary.org/obo/OBI_0001847	ready for release	ISA alternative term
Class	http://purl.obolibrary.org/obo/OBI_0100063	metadata complete	cultured clonal cell population
Class	http://purl.obolibrary.org/obo/NCBITaxon_32523		Tetrapoda
Class	http://purl.obolibrary.org/obo/OBI_0100064	metadata incomplete	screening library
Class	http://purl.obolibrary.org/obo/OBI_0100065	metadata complete	synthetic peptide
Class	http://purl.obolibrary.org/obo/OBI_0100066	pending final vetting	organ section
Class	http://purl.obolibrary.org/obo/OBI_0100060	metadata complete	cultured cell population
Class	http://purl.obolibrary.org/obo/OBI_0100061	metadata complete	primary cultured cell population
Class	http://purl.obolibrary.org/obo/OBI_0100062	metadata complete	obsolete_cell line
Class	http://purl.obolibrary.org/obo/OBI_0001980	metadata complete	in vivo intervention experiment
Class	http://purl.obolibrary.org/obo/OBI_0001981	metadata complete	disease exacerbation in vivo intervention experiment
Class	http://purl.obolibrary.org/obo/OBI_0001982	metadata complete	protection from challenge in vivo intervention experiment
Class	http://purl.obolibrary.org/obo/OBI_0001983	metadata complete	tolerance induction intervention experiment
Class	http://purl.obolibrary.org/obo/OBI_0001984	metadata complete	treatment intervention experiment
Class	http://purl.obolibrary.org/obo/OBI_0001985	metadata complete	microarray assay
Class	http://purl.obolibrary.org/obo/OBI_0001986	metadata complete	immunohistochemistry
Class	http://purl.obolibrary.org/obo/VO_0000002		vaccination
Class	http://purl.obolibrary.org/obo/OBI_0001987	metadata complete	association constant KA|binding assay|1/M
Class	http://purl.obolibrary.org/obo/VO_0000001		vaccine
Class	http://purl.obolibrary.org/obo/OBI_0000656	pending final vetting	data set of predicted values according to fitted curve
Class	http://purl.obolibrary.org/obo/OBI_0000655	ready for release	blood specimen
Class	http://purl.obolibrary.org/obo/OBI_0000654	metadata incomplete	device setting
Class	http://purl.obolibrary.org/obo/OBI_0000653	ready for release	fuzzy clustering objective
Class	http://purl.obolibrary.org/obo/OBI_0000652	ready for release	material combination
Class	http://purl.obolibrary.org/obo/OBI_0000651	metadata complete	urine specimen
Class	http://purl.obolibrary.org/obo/OBI_0000650	ready for release	differential expression analysis data transformation
Class	http://purl.obolibrary.org/obo/GO_0019904		protein domain specific binding
Class	http://purl.obolibrary.org/obo/OBI_0000659	ready for release	specimen collection process
Class	http://purl.obolibrary.org/obo/OBI_0000658	metadata complete	data representational model
Class	http://purl.obolibrary.org/obo/OBI_0001988	metadata complete	dissociation constant KD|binding assay|nM
Class	http://purl.obolibrary.org/obo/OBI_0001989	metadata complete	dissociation constant KD|purified MHC/direct/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_0001991	metadata complete	half maximal effective concentration (EC50)|binding assay|nM
Class	http://purl.obolibrary.org/obo/OBI_0001992	metadata complete	half maximal inhibitory concentration (IC50)|binding assay|nM
Class	http://purl.obolibrary.org/obo/OBI_0001993	metadata complete	off rate|binding assay|1/s
Class	http://purl.obolibrary.org/obo/OBI_0001994	metadata complete	on rate|binding assay|nM^-1s^-1
Class	http://purl.obolibrary.org/obo/REO_0000280		molecular label
