Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:0002641	in vivo assay measuring T cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific T cells based on survival				survival from other challenge after adoptive transfer|in vivo assay	An in vivo assay measuring T cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific T cells using survival.	IEDB		IEDB					subclass	epitope protection experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0002642	in vivo assay measuring B cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on survival				survival from other challenge after adoptive transfer|in vivo assay	An in vivo assay measuring B cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific antibodies or B cells using survival.	IEDB		IEDB					subclass	epitope protection experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0002643	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells based on tumor burden				tumor burden after challenge after adoptive transfer|in vivo assay	An in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells using tumor burden.	IEDB		IEDB					subclass	epitope protection from tumor challenge experiment based on burden	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|tumor challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0002644	in vivo assay measuring B cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on tumor burden				tumor burden after challenge after adoptive transfer|in vivo assay	An in vivo assay measuring B cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific antibodies or B cells using tumor burden.	IEDB		IEDB					subclass	epitope protection from tumor challenge experiment based on burden	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|tumor challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0002645	in vivo assay measuring T cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific T cells				tolerance after adoptive transfer|in vivo assay	An efficacy of T cell epitope intervention experiment that uses a tolerance induction intervention experiment after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	epitope tolerance induction experiment	passive immunization						('T cell tolerance induction' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002646	in vivo assay measuring B cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific antibodies or B cells				tolerance after adoptive transfer|in vivo assay	An efficacy of B cell epitope intervention experiment that uses a tolerance induction intervention experiment after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	epitope tolerance induction experiment	passive immunization						('B cell tolerance induction' and ('process is result of' some 'immunoglobulin binding to epitope'))	(Metazoa and ('has quality' some alive))	
OBI:0002664	cytometric bead array assay measuring epitope specific interleukin-15 production by T cells				IL-15 release|cytometric bead array	A cytometric bead array assay that detects interleukin-15 production by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('interleukin-15 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0002665	cytometric bead array assay measuring epitope specific interleukin-16 production by T cells				IL-16 release|cytometric bead array	A cytometric bead array assay that detects interleukin-16 production by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('interleukin-16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0002666	in vivo assay measuring B cell epitope specific induction of hypersensitivity resulting from the adoptive transfer of epitope specific antibodies or B cells				hypersensitivity after adoptive transfer|in vivo assay	An efficacy of B cell epitope intervention experiment that detects a hypersensitivity response by monitoring skin reactions after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	efficacy of epitope intervention experiment	passive immunization						('hypersensitivity' and ('process is result of' some 'immunoglobulin binding to epitope'))	(Metazoa and ('has quality' some alive))	
OBI:0002667	in vivo skin test assay measuring T cell epitope specific type IV hypersensitivity resulting from the adoptive transfer of epitope specific T cells				type IV hypersensitivity (DTH) after adoptive transfer|in vivo skin test	An efficacy of T cell epitope intervention experiment that detects epitope specific type IV hypersensitivity after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	efficacy of epitope intervention experiment	passive immunization						('type IV hypersensitivity' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002668	in vivo assay measuring epitope specific proliferation of T cells resulting from the adoptive transfer of epitope specific T cells				proliferation after adoptive transfer|in vivo assay	A T cell epitope specific proliferation assay that is performed in vivo after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	assay	passive immunization						('T cell proliferation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002669	assay measuring epitope specific helper T cell enhancement of a B cell mediated immune response resulting from the adoptive transfer of epitope specific T cells				antibody help after adoptive transfer|in vivo assay	A T cell epitope specific helper activity assay that detects the ability of a T cell epitope to enhance an antibody response after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	assay	passive immunization						('helper T cell enhancement of B cell mediated immune response' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002670	assay measuring epitope specific helper T cell enhancement of a T cell mediated immune response resulting from the adoptive transfer of epitope specific T cells				T cell help after adoptive transfer|in vivo assay	A T cell epitope specific helper activity assay that detects the ability of a T cell epitope to enhance a T cell response after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	assay	passive immunization						('helper T cell enhancement of T cell mediated immune response' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002671	in vivo assay measuring epitope specific T cell killing resulting from the adoptive transfer of epitope specific T cells				cytotoxicity after adoptive transfer|in vivo assay	An in vivo cell killing assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC after adoptive transfer of epitope specific T cells.	IEDB		IEDB					equivalent	in vivo cell killing assay	passive immunization						('T cell mediated cytotoxicity' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0002672	ELISA measuring epitope specific perforin release by T cells				perforin release|ELISA	An enzyme-linked immunosorbent assay that detects epitope specific perforin release by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunosorbent assay							('perforin release during T cell degranulation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0002676	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells				in vivo response after adoptive transfer|in vivo assay	An efficacy of T cell epitope intervention experiment that is performed after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	assay	passive immunization						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0002677	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells				in vivo response after adoptive transfer|in vivo assay	An efficacy of B cell epitope intervention experiment that is performed after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	assay	passive immunization						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0002678	in vivo assay measuring T cell epitope specific disease exacerbation resulting from the adoptive transfer of epitope specific T cells				disease exacerbation after adoptive transfer|in vivo assay	An efficacy of T cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment after adoptive transfer of epitope specfic T cells.	IEDB		IEDB					equivalent	epitope disease exacerbation experiment	passive immunization						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003127	B cell epitope assay				B cell assay|any method	An immune epitope assay that characterizes the structrue of an antibody-epitope complex, or measures the binding of an antibody receptor to epitope, or the immune response process resulting from such a binding event or the recognition of the epitope.	IEDB		IEDB					equivalent	assay							('immunoglobulin binding to epitope' or 'antigen:antibody complex' or ('process is result of' some 'immunoglobulin binding to epitope'))		
OBI:0003128	T cell epitope assay				T cell assay|any method	An immune epitope assay that characterizes the structrue of an epitope-T cell receptor complex, or measures the binding of a T cell receptor to epitope, or the immune response process resulting from such a binding event or the recognition of the epitope.	IEDB		IEDB					equivalent	assay							('MHC:epitope complex binding to TCR' or 'epitope:MHC:TCR complex' or ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003145	assay measuring quantitative binding of a MHC:ligand complex				quantitative binding|binding assay	An assay that detects the binding of a MHC molecule with a ligand, and produces a quantitative measurement of the binding as an output.	IEDB		IEDB					equivalent	assay					quantitative binding datum		MHC protein complex binding to ligand		
OBI:0003146	assay measuring quantitative binding of an antigen:antibody complex				quantitative binding|binding assay	An assay that detects the binding of an antigen with an antibody, and produces a quantitative measurement of the binding as an output.	IEDB		IEDB					equivalent	assay					quantitative binding datum		immunoglobulin binding to epitope		
OBI:0003147	assay measuring quantitative binding of an epitope:MHC:TCR complex				quantitative binding|binding assay	An assay that detects the binding of a MHC:epitope complex with a T cell receptor, and produces a quantitative measurement of the binding as an output.	IEDB		IEDB					equivalent	assay					quantitative binding datum		MHC:epitope complex binding to TCR		
OBI:0003292	cytometric bead array assay measuring epitope specific granulysin release by T cells				granulysin release|cytometric bead array	A cytometric bead array assay that detects epitope specific granulysin release by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('granulysin release during T cell degranulation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003293	cytometric bead array assay measuring epitope specific perforin release by T cells				perforin release|cytometric bead array	A cytometric bead array assay that detects epitope specific perforin release by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('perforin release during T cell degranulation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003315	assay measuring epitope specific amphiregulin production by T cells				amphiregulin release|biological activity	A T cell epitope specific cytokine production assay that detects amphiregulin production by T cells.	IEDB		IEDB					equivalent	assay							('amphiregulin production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003316	ELISA measuring epitope specific amphiregulin production by T cells				amphiregulin release|ELISA	An enzyme-linked immunosorbent assay that detects amphiregulin production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunosorbent assay							('amphiregulin production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003323	high throughput multiplexed assay measuring binding of a B cell epitope:antibody complex				antibody binding|High throughput multiplexed assay	A B cell epitope assay that measures the binding of an antibody receptor to an epitope using a high throughput multiplexed assay.	IEDB	Next-generation high-density peptide microarrays measuring antibody responses to overlapping peptides: PMID:25922409.	IEDB					subclass	assay measuring binding of a B cell epitope:antibody complex									
OBI:0003324	high throughput multiplexed assay measuring binding of a T cell epitope:MHC:TCR complex				T cell binding|High throughput multiplexed assay	A T cell epitope assay that measures the binding of T cell receptor to an epitope using a high throughput multiplexed assay.	IEDB	Adaptive Biotech multiplexed TCR sequencing assays: PMID:32793919.	IEDB					subclass	assay measuring binding of a T cell epitope:MHC:TCR complex									
OBI:0003325	high throughput multiplexed assay measuring binding of a MHC:ligand complex				MHC binding|High throughput multiplexed assay	A MHC ligand assay that detects the binding of a ligand to an MHC molecule using a high throughput multiplexed assay.	IEDB	Peptide microarray with fluorescence detection for millions of MHC binding measurements: PMID: 33705522.	IEDB					subclass	assay measuring binding of a MHC:ligand complex									
OBI:0003326	high throughput multiplexed assay measuring MHC ligand processing and presentation				ligand presentation|High throughput multiplexed assay	A MHC ligand assay that determines what ligands are processed and loaded onto MHC molecules by eluting ligands and identifying them using a high throughput multiplexed assay.	IEDB	Mass spectrometry identified 35,367 and 28,132 HLA-class I ligands witth a false discovery rate: PMID: 29789417.	IEDB					subclass	assay measuring MHC ligand processing and presentation									
OBI:0003372	assay measuring epitope specific lymphotactin production by T cells				lymphotactin release|biological activity	A T cell epitope specific cytokine production assay that detects lymphotactin production by T cells.	IEDB		IEDB					equivalent	assay							('XCL1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003373	ELISA measuring epitope specific lymphotactin production by T cells				lymphotactin release|ELISA	An enzyme-linked immunosorbent assay that detects lymphotactin production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunosorbent assay							('XCL1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003460	in vivo assay measuring T cell epitope specific protection from pathogen challenge				protection from pathogen challenge|in vivo assay	An in vivo assay measuring T cell epitope specific protection from pathogen challenge.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment	administering substance in vivo to reduce or prevent disease|pathogen challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003461	in vivo assay measuring T cell epitope specific protection from tumor challenge				protection from tumor challenge|in vivo assay	An in vivo assay measuring T cell epitope specific protection from tumor challenge.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment	administering substance in vivo to reduce or prevent disease|tumor challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003462	in vivo assay measuring T cell epitope specific protection from other challenge				protection from other challenge|in vivo assay	An in vivo assay measuring T cell epitope specific protection from a challenge other than pathogen, infection, or tumor.	IEDB		IEDB					equivalent	epitope protection experiment	administering substance in vivo to reduce or prevent disease|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003463	in vivo assay measuring T cell epitope specific survival after tumor challenge				survival from tumor challenge|in vivo assay	An in vivo assay measuring T cell epitope specific protection from tumor challenge using survival.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment based on survival	administering substance in vivo to reduce or prevent disease|tumor challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003464	in vivo assay measuring T cell epitope specific survival after pathogen challenge				survival from pathogen challenge|in vivo assay	An in vivo assay measuring T cell epitope specific protection from pathogen challenge using survival.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment based on survival	administering substance in vivo to reduce or prevent disease|pathogen challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003465	in vivo assay measuring B cell epitope specific protection from pathogen challenge				protection from pathogen challenge|in vivo assay	An in vivo assay measuring B cell epitope specific protection from pathogen challenge.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment	administering substance in vivo to reduce or prevent disease|pathogen challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003466	in vivo assay measuring B cell epitope specific protection from tumor challenge				protection from tumor challenge|in vivo assay	An in vivo assay measuring B cell epitope specific protection from tumor challenge.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment	administering substance in vivo to reduce or prevent disease|tumor challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003467	in vivo assay measuring B cell epitope specific protection from other challenge				protection from other challenge|in vivo assay	An in vivo assay measuring B cell epitope specific protection from a challenge other than pathogen, infection, or tumor.	IEDB		IEDB					equivalent	epitope protection experiment	administering substance in vivo to reduce or prevent disease|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003468	in vivo assay measuring B cell epitope specific survival after pathogen challenge				survival from pathogen challenge|in vivo assay	An in vivo assay measuring B cell epitope specific protection from pathogen challenge using survival.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment based on survival	administering substance in vivo to reduce or prevent disease|pathogen challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003469	in vivo assay measuring B cell epitope specific survival after tumor challenge				survival from tumor challenge|in vivo assay	An in vivo assay measuring B cell epitope specific protection from tumor challenge using survival.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment based on survival	administering substance in vivo to reduce or prevent disease|tumor challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003470	in vivo assay measuring T cell epitope specific protection from pathogen challenge resulting from the adoptive transfer of epitope specific T cells				protection from pathogen challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a T cell epitope specific protection from a pathogen challenge after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment	passive immunization|pathogen challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003471	in vivo assay measuring T cell epitope specific pathogen protection from challenge resulting from the adoptive transfer of epitope specific T cells based on survival				survival after pathogen challenge after adoptive transfer|in vivo assay	An in vivo assay measuring T cell epitope specific protection from pathogen challenge resulting from the adoptive transfer of epitope specific T cells using survival.	IEDB		IEDB					subclass	epitope protection from infectious challenge experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|pathogen challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003472	in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells				protection from tumor challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a T cell epitope specific protection from a tumor challenge after adoptive transfer of epitope specific T cells.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment	passive immunization|tumor challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003473	in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells based on survival				survival after tumor challenge after adoptive transfer|in vivo assay	An in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells using survival.	IEDB		IEDB					subclass	epitope protection from tumor challenge experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|tumor challenge						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003474	in vivo assay measuring T cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific T cells				protection from other challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a T cell epitope specific protection from other challenge after adoptive transfer of epitope specific T cells.	IEDB		IEDB					equivalent	epitope protection experiment	passive immunization|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'MHC:epitope complex binding to TCR')	(Metazoa and ('has quality' some alive))	
OBI:0003475	in vivo assay measuring B cell epitope specific protection from pathogen challenge resulting from the adoptive transfer of epitope specific antibodies or B cells				protection from pathogen challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a B cell epitope specific protection from a pathogen challenge after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	epitope protection from infectious challenge experiment	passive immunization|pathogen challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003476	in vivo assay measuring B cell epitope specific pathogen protection from challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on survival				survival after pathogen challenge after adoptive transfer|in vivo assay	An in vivo assay measuring B cell epitope specific protection from pathogen challenge resulting from the adoptive transfer of epitope specific antibodies or B cells using survival.	IEDB		IEDB					subclass	epitope protection from infectious challenge experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|pathogen challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003477	in vivo assay measuring B cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific antibodies or B cells				protection from tumor challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a B cell epitope specific protection from a tumor challenge after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	epitope protection from tumor challenge experiment	passive immunization|tumor challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003478	in vivo assay measuring B cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on survival				survival after tumor challenge after adoptive transfer|in vivo assay	An in vivo assay measuring B cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific antibodies or B cells using survival.	IEDB		IEDB					subclass	epitope protection from tumor challenge experiment based on survival	('administering substance in vivo to reduce or prevent disease' and 'passive immunization')|tumor challenge						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003479	in vivo assay measuring B cell epitope specific protection from other challenge resulting from the adoptive transfer of epitope specific antibodies or B cells				protection from other challenge after adoptive transfer|in vivo assay	An in vivo assay measuring a B cell epitope specific protection from other challenge after adoptive transfer of epitope specific antibodies or B cells.	IEDB		IEDB					equivalent	epitope protection experiment	passive immunization|(not ('pathogen challenge' or 'tumor challenge'))						('process is result of' some 'immunoglobulin binding to epitope')	(Metazoa and ('has quality' some alive))	
OBI:0003484	assay measuring epitope specific interleukin-25 production by T cells				IL-25 release|biological activity	A T cell epitope specific cytokine production assay that detects interleukin-25 production by T cells.	IEDB		IEDB					equivalent	assay							('interleukin-25 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003485	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-25 production by T cells				IL-25 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-25 production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-25 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003486	intracellular cytokine staining assay measuring epitope specific interleukin-25 production by T cells				IL-25 release|ICS	A flow cytometry assay that detects interleukin-25 production by T cells.	IEDB		IEDB					equivalent	flow cytometry assay							('interleukin-25 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003487	ELISA measuring epitope specific interleukin-25 production by T cells				IL-25 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-25 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunosorbent assay							('interleukin-25 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003488	cell culture analyte detection bioassay measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells				TNF release|bioassay	A reporter cell line analyte detection bioassay that detects tumor necrosis factor superfamily cytokine production by T cells.	IEDB		IEDB					equivalent	reporter cell line analyte detection bioassay							('tumor necrosis factor superfamily cytokine production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0003602	quartz crystal microbalance assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	quartz crystal microbalance measuring the dissociation constant [KD] of a B cell epitope:antibody complex		QCM measuring KD	dissociation constant KD|quartz crystal microbalance|nM	A quartz crystal microbalance assay that measures the dissociation constant [KD] of an antigen binding with an antibody.	IEDB		Randi Vita|Bjoern Peters|Sebastian Duesing					subclass	quartz crystal microbalance assay					equilibrium dissociation constant (KD)		immunoglobulin binding to epitope		nanomolar
OBI:0003612	electron microscopy assay determining the 3D structure of a T cell epitope:MHC:TCR complex				3D structure|electron microscopy	An electron-microscopy 3D molecular structure determination assay that characterizes the 3-dimensional molecular structrue of a T cell epitope:MHC:TCR complex.	IEDB		PERSON:Randi Vita, Sebastian Duesing, Bjoern Peters					equivalent	electron-microscopy 3D molecular structure determination assay					3D structural organization datum		epitope:MHC:TCR complex		
OBI:0003613	electron microscopy assay determining the 3D structure of a MHC:ligand complex				3D structure|electron microscopy	An electron-microscopy 3D molecular structure determination assay that characterizes the 3-dimensional molecular structrue of a MHC:ligand complex.	IEDB		PERSON:Randi Vita, Sebastian Duesing, Bjoern Peters					equivalent	electron-microscopy 3D molecular structure determination assay					3D structural organization datum		MHC:ligand complex		
OBI:1110013	ELISPOT assay measuring epitope specific interleukin-2 production by T cells				IL-2 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-2 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-2 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110037	assay measuring binding of a T cell epitope:MHC:TCR complex				T cell binding|any method	A T cell epitope assay that measures the binding of T cell receptor to an epitope.	IEDB		IEDB					equivalent	assay					binding datum		MHC:epitope complex binding to TCR		
OBI:1110059	ELISPOT assay measuring epitope specific interferon-gamma production by T cells				IFNg release|ELISPOT	An enzyme-linked immunospot assay that detects interferon-gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('type II interferon production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110124	assay measuring qualitative binding of a T cell epitope:MHC:TCR complex				qualitative binding|binding assay	An assay that detects the binding of a MHC:epitope complex with a T cell receptor, and produces a qualitative measurement of the binding as an output.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay					categorical binding datum		MHC:epitope complex binding to TCR		
OBI:1110125	assay measuring MHC ligand processing and presentation				ligand presentation|any method	A MHC ligand assay that determines what ligands are processed and loaded onto MHC molecules by eluting ligands and identifying them.	IEDB		IEDB					equivalent	assay						cell	('MHC protein complex binding to ligand' and ('process is result of' some 'antigen processing and presentation'))		
OBI:1110126	assay measuring binding of a MHC:ligand complex				MHC binding|any method	A MHC ligand assay that detects the binding of a ligand to an MHC molecule.	IEDB		IEDB					equivalent	assay					binding datum		MHC protein complex binding to ligand		
OBI:1110127	assay measuring binding of a B cell epitope:antibody complex				antibody binding|any method	A B cell epitope assay that measures the binding of an antibody receptor to an epitope.	IEDB		IEDB					equivalent	assay					binding datum		immunoglobulin binding to epitope		
OBI:1110128	immune epitope assay				immune epitope assay	An assay that detects the binding of an epitope to an adaptive immune receptor, or an immune process resulting from such a binding event, or characterizes the structrue of the complex resulting from such a binding event.	IEDB		IEDB					equivalent	assay							(('MHC:epitope complex binding to TCR' or 'epitope:MHC:TCR complex' or ('process is result of' some 'MHC:epitope complex binding to TCR')) or ('immunoglobulin binding to epitope' or 'antigen:antibody complex' or ('process is result of' some 'immunoglobulin binding to epitope')) or ('MHC protein complex binding to ligand' or 'MHC:ligand complex'))		
OBI:1110129	assay measuring epitope specific cytokine production by T cells				cytokine release|biological activity	A T cell epitope assay that detects cytokine production by T cells.	IEDB		IEDB					equivalent	assay							('cytokine production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110130	assay measuring epitope specific T cell killing				cytotoxicity|biological activity	A T cell epitope dependent biological activity assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.	IEDB		IEDB					equivalent	cell-cell killing assay							('T cell mediated cytotoxicity' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110131	assay measuring epitope specific proliferation of T cells				proliferation|biological activity	A T cell epitope dependent biological activity assay that detects T cell proliferation.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('T cell proliferation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110150	51 chromium assay measuring epitope specific T cell killing				cytotoxicity|51 chromium	A chromium release assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.	IEDB		IEDB					equivalent	chromium release assay							('T cell mediated cytotoxicity' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	cell culture	
