ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0400010	argon ion laser	argon ion laser	metadata incomplete		An argon-ion laser is an ion laser that uses argon ions as the lasing medium. These lasers are used primarily to emit light at wave lengths of 458 nm, 488 nm or 514.5 nm, though it is possible to use them to emit several wavelengths of blue and green light. Argon-ion lasers can emit light at many different wave lenghts, and excite a number of different flourochromes.	John Quinn|http://en.wikipedia.org/wiki/Laser#Gas_lasers	argon ion laser in a cytometer	Daniel Schober						ion laser					
OBI:0400011	avalanche photodiode	avalanche photodiode	metadata incomplete		An avalanche photodiode is typically used to collect photons emitted by forward scatter because it is far less sensitive, and less likely o be burned out, than a PMT. A photodiode with high quantum efficiency and a mechanism for producing gains as high as a few thousand.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	C30644E -  InGaAs Avalanche Photodiode	John Quinn						photodiode					
OBI:0400012	Bactiflow	Bactiflow	ready for release		A Bactiflow is a flow_cytometer_analyser manufactured by Chemunex SA. It is a cell counter for bacteria and other micro organisms. Bacteria are stained with a fluorochrome and the number of particles that fluoresce are counted. The system uses digital electronics, a single laser and a single detector. An ALS version is available as well - Automatic Labeling System. The Bactiflow is specialized cytometer used exclusively for counting microbes.	http://www.chemunex.com/products/chemframe.htm		John Quinn						flow cytometer analyzer					
OBI:0400013	band pass filter	band pass filter	metadata incomplete		A band pass filter is an optical filter that passes wavelengths of light within a certain range and rejects (attenuates) frequencies outside that range. The passed wavelengths are indicated in the specifications of the filter and its name. A 480/20 band-pass filter pass light with at wavelengths of 460 to 500 nm and attenuates all others.	http://en.wikipedia.org/wiki/Band_pass_filter	530/30 BP filter, 585/42 BP filter	Person:John Quinn						optical filter					
OBI:0400014	BioSorter1000	BioSorter1000	ready for release		A BioSorter1000 is a flow_cytometer_sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 1000 is an instrument for analyzing and sorting objects from 200-600 microns in diameter.	http://www.unionbio.com/products/BioSorter.html	BioSorter 1000 at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400015	BioSorter2000	BioSorter2000	ready for release		A BioSorter2000 is a sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 2000 is an instrument for analyzing and sorting objects from 500 microns to 1.5 millimeters in diameter.	http://www.unionbio.com/products/BioSorter.html	BioSorter 2000 at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400016	BioSorter250	BioSorter250	ready for release		A BioSorter250 is a flow_cytometer_sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 250 is an instrument for analyzing and sorting objects from 40-200 microns in diameter.	http://www.unionbio.com/products/BioSorter.html	BioSorter 250 at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400017	BioSorter500	BioSorter500	ready for release		A BioSorter500 is a flow_cytometer_sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 500 is an instrument for analyzing and sorting objects from 100-250 microns in diameter and less than 2mm in length.	http://www.unionbio.com/products/BioSorter.html	BioSorter 500 at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400018	Cell Lab Quanta SC	Cell Lab Quanta SC	ready for release		A Cell Lab Quanta SC is a flow_cytometer_analyser manufactured by Becman Coulter. It features a mercury arc lamp optimized at 366, 405, and 435 nm, and a 488 nm laser diode. It has filters and PMTs to collect up to 3 fluorescent parameters, and a photodiode for side scatter detection. This cytometer uses Couter-Volume for cell size measurements. The Cell Lab Quanta SC can be used for measuring the properties of individual cells.	http://www.beckmancoulter.com/cell-lab		John Quinn						flow cytometer analyzer					
OBI:0400019	charge plate	charge plate	metadata incomplete		Part of the fluidics subsystem. Charge plates are used or sorters. They create an charged electric field when particles deemed to be desired for further analysis are shaken form the piexo electric crystal. The charged particles are drawn toward the charged plate, and the altered drop location causes the particles to fall into a collection tube. Charge plates enable sorting.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 charge plate	John Quinn						device	transfer function|excitation function				
OBI:0400020	cell sorter collection tube	cell sorter collection tube	metadata incomplete		Part of the fluidics subsystem. The collection tube is a vessel for capturing cells of interest that have been identified by a sorter. The collection tube is the end location of sorted cells.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 collection tube	John Quinn						test tube					
OBI:0400022	Cyan	Cyan	ready for release		A Cyan is a flow_cytometer_analyser manufactured by Dako Cytomation. It features include digital electronics, three lasers: 488 nm, 635 nm, and 405 nm, and filters and collectors for nine fluorescent parameters and two scatter parameters. The Cyan can be used for measuring the properties of individual cells.	http://www.dakousa.com/prod_productrelatedinformation?url=gprod_cyan_index.htm		John Quinn						flow cytometer analyzer					
OBI:0400023	CYFlow ML	CYFlow ML	ready for release		A CyFlow_ML is a flow_cytometer_analyser manufactured by Partec. It is a digital machine which uses 4 light sources: triple laser configurations including new powerful 200mW@488nm blue solid state laser + 100W UV lamp for highest resolution DNA analysis, and can collect 16 optical parameters: FSC1, FSC2, SSC, FL1-FL13. Ultracompact high end desktop multilaser Flow Cytometer for all applications in cell analysis and absolute counting.	http://www.partec.de/products/cyflow-ml.html		John Quinn						flow cytometer analyzer					
OBI:0400024	CyFlow SL	CyFlow SL	ready for release		a flow_cytometer_analyser manufactured by Partec. Its specs are: ultracompact and fully equipped mobile/portable instrument, dimensions [cm]: L 43 x H 16 x D 37, highest stability/robustness and highest precision, 5 optical parameters: FSC, SSC, FL-1, FL-2, FL-3, 20mW@488nm blue solid state laser , other laser light sources optional (UV, violet, green, red), WindowsTM XP FloMax (software for real time data acquisition, data display, and data evaluation), parallel 16 bit digital pulse processing Compact mobile Flow Cytometer for any kind of cell analysis and absolute volumetric counting. The CyFlow_SL allows to analyze forward and side scatter signals in combination with up to 3 fluorescence channels.	http://www.partec.de/products/cyflow.html		John Quinn						flow cytometer analyzer					
OBI:0400025	CyFlow SL3	CyFlow SL3	ready for release		A CyFlow_Sl3 is a flow_cytometer_analyser manufactured by Partec. Its specs are: ultracompact and fully equipped mobile/portable instrument, dimensions [cm]: L 43 x H 16 x D 37 , highest stability/robustness and highest precision, 5 optical parameters: FSC, SSC, FL-1, FL-2, FL-3, 20mW@488nm blue solid state laser, other laser light sources optional (UV, violet, green, red), WindowsTM XP FloMax (software for real time data acquisition, data display, and data evaluation), parallel 16 bit digital pulse processing. The CyFlow SL3 is a compact and dedicated portable Flow Cytometer for accurate and affordable cell analysis and true volumetric absolute counting in HIV Monitoring and AIDS patient follow-up by precise and direct CD4 and CD4% measurement.	http://www.partec.de/products/cyflowsl3.html		John Quinn						flow cytometer analyzer					
OBI:0400026	CyFlow Space	CyFlow Space	ready for release		A CyFlow_Space is a flow_cytometer_sorter manufactured by Partec. Its specs are: 8optical parameters, 6 colours:FSC, SSC, FL1-FL6 , 3laser light sources: 200mW@488nm blue solid state laser 25mW@635nm red diode laser 50mW@405nm violet or 8mW@375nm ultraviolet diode laser _ultracompact desktop high end instrument. Parallel 16bit digital pulse processing. The CyFlow Space is a 6-Colour FCM System and Cell Sorter for Clinical Routine and Research.	http://www.partec.de/products/cyflowspace.html	CyFlow Space at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400027	CytoBuoy flow cytometer analyzer	CytoBuoy	ready for release		A flow cytometer analyser which is manufactured by Cyto Buoy Inc. They are the buoy mounted version of the CytoSense, equipped with wireless transmission of control and data files. They are a single laser, multi parameter instrument. Various types of micro-laser are offered; available measuring parameters are forward light scatter, side scatter, and fluorescence (max. 9 colour bands). The current series have 5 parameters.	http://www.cytobuoy.com/	CytoBuoy can be used to conduct extended and/or high frequency time series of phytoplankton distribution and abundance on fixed locations	John Quinn, Melanie Courtot						flow cytometer analyzer				CytoBuoy	
OBI:0400028	CytoSence	CytoSence	ready for release		A CytoSense is a flow_cytometer_analyser manufactured by Cyto Buoy Inc. They are a single laser, multi parameter instrument. Various types of micro-laser are offered; available measuring parameters are forward light scatter, side scatter, and fluorescence (max. 9 colour bands). The current series have 5 parameters. The CytoSense is the basic instrument, which can be used for normal laboratory applications, as well as for autonomous monitoring with internal data logging or direct data transmission. The special instrument design and its splashproof housing allow operation on moving platforms and outdoor sites.	http://www.cytobuoy.com/		John Quinn						flow cytometer analyzer					
OBI:0400029	CytoSub	CytoSub	ready for release		A CytoSub is a flow_cytometer_analyser manufactured by Cyto Buoy Inc. They are a single laser, multi parameter instrument. Various types of micro-laser are offered; available measuring parameters are forward light scatter, side scatter, and fluorescence (max. 9 colour bands). The current series have 5 parameters. The CytoSub is the submersible version equipped with a high pressure sample inlet loop and a high pressure housing to allow underwater operation down to 200 m, lowered on a cable or mounted on a flooded underwater vehicle.	http://www.cytobuoy.com/		John Quinn						flow cytometer analyzer					
OBI:0400030	dichroic filter	dichroic filter	metadata incomplete		A dichroic filter is an optical filter which is used to selectively pass light of a small range of colors while reflecting other colors. A dichroic filter passes the specified range of light whereas a dichroic mirror reflects the specified range of light.	http://en.wikipedia.org/wiki/Dichroic_filter	Cy3 Dichroic Filter	John Quinn						optical filter					
OBI:0400031	dichroic mirror	dichroic mirror	metadata incomplete		A dichroic mirror is an optical filter which is used to selectively reflect light of a small range of colors while passing other colors. A dichroic filter passes the specified range of light whereas a dichroic mirror reflects the specified range of light.	http://en.wikipedia.org/wiki/Dichroic_mirror	ViewLux Alexa 594 dichroic mirror	John Quinn						optical filter					
OBI:0400032	differential pressure gauge	differential pressure gauge	metadata incomplete		Part of the fluidics subsystem. The differential pressure gauge monitors the difference between sample and sheath fluid pressures in systems where pressure is used to force the sample fluid to flow in the center of the sheath fluid. A differential pressure gauge can be used by the operator to make sure that the sample fluid is at a greater pressure than the sheath fluid, which maintains a core of sample fluid.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 differential pressure gauge	John Quinn						device	measure function				
OBI:0400033	diode laser	diode laser	metadata incomplete		A diode laser is a laser in which the active medium is a p-n junction semiconductor laser diode, similar to that found in a light-emitting diode. Laser diodes emit at wavelengths from 375 nm to 1800 nm, and wavelengths of over 3 micrometer have been demonstrated. A diode laser can by used to irradiate cells in a flow cytometer.	John Quinn	FAX-RS3-H0 diode laser manufactured by Diode Laser Concepts, Inc.	Daniel Schober						laser					
OBI:0400034	dye laser	dye laser	metadata incomplete		A dye laser is a laser in which the lasing medium is a fluorescent dye, usually dissolved in an organic solvent such as ethanol or ethylene glycol. The particular dye used determines the wavelengths the laser can emit. The laser medium is places between two parallel mirrors for light emission amplification.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253|John Quinn	Rhodamine 101 dye laser used to irradiate cells in a flow cytometer.	Daniel Schober						laser					
OBI:0400036	FACS Calibur	FACS Calibur	metadata incomplete		The FACS Calibur is one of the most popular cytometers in use for research.	http://www.bdbiosciences.com/immunocytometry_systems/products/display_product.php?keyID=45, 2007-05-11	FACS Calibur at TFL, BCCRC, Vancouver	John Quinn						flow cytometer sorter					
OBI:0400037	FACS Canto	FACS Canto	ready for release		A FACS_Canto is a flow_cytometer_analyser manufactured by Becton Dickinson. It features digital electronics, a solid state 488 nm, and a HeNe 633 nm lasers, and filters and PMTs for collecting up to 6 fluorescent parameters. The FACS_Canto is an analyser usually used in clinical applications.	http://www.bdbiosciences.com/pdfs/brochures/23-8742-00.pdf		John Quinn						flow cytometer analyzer					
OBI:0400038	FACS Canto2	FACS Canto2	ready for release		A FACS_Canto2 is a flow_cytometer_analyser manufactured by BD. It features digital electronics, two solid state lasers at 488 and 633 nm with the option for a third 405 nm laser, and filters and collectors for measuring up to 8 fluorescent paramters with either the 2 or 3 laser option. The FACS_Canto2 is an analyser usually used in clinical applications.	http://www.bdbiosciences.com/cgi-bin/literature/view?part_num=23-8786-01		John Quinn						flow cytometer analyzer					
OBI:0400039	FACS Scan	FACS Scan	ready for release		A FACS_Scan is a flow_cytometer_analyser manufactured by Becton Dickinson. IT features analog electronics, one 488 nm solid state laser, and the filters and PMTs to collect up to three fluorescent parameters The FACS_Scan is usually used for research applications.	http://www.brc.ubc.ca/brc/facs.html		John Quinn						flow cytometer analyzer					
OBI:0400040	FACSAria	FACSAria	ready for release		A FASCSAria is a flow_cytometer_sorter manufactured by Becton Dickinson. It features digital electronics, a solid state 488 nm blue laser, a solid state 407 nm violet laser, and a HeNe (633 nm) ion laser. The Aria has the filters and PMTs to collect side scatter and 9 fluorescent parameters. The Aria has a photodiode detector for forward scatter collector. The flow cell is Quartz cuvette. The FACSAria is a sorter used to collect and analyse cells using up to 11 parameters.	http://www.bdbiosciences.com/external_files/is/doc/mkt_lit/brochures/SJ-0003-00Aria.pdf	FACSAria at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400041	FACSvantage	FACSvantage	ready for release		The FACSvantage is a flow_cytometer_sorter manufactured by Becton Dickinson. It has analog electronics, three lasers (several options are available), and the filters and PMTs to collect 6 fluorescent parameters and side scatter, and a photodiode to collect forward scatter. The FACSvantage can be used to analyse, sort and collect cells.	http://www.bdbiosciences.com/features/products/display_product.php?keyID=42	FACSvantage at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400042	FC 500	FC 500	ready for release		A FC_500 is a flow_cytometer_analyser manufactured by Beckman Coulter. It features digital electronics, 488 nm and 635 nm lasers, filters and PMTs for 5 fluorescent parameters, a diode for collecting side scatter and a solid state detector for forward scatter. The FC 500 is an analyser usually used for either research or clinical applications.	http://www.beckmancoulter.com/products/instrument/flowcytometry/fc500series.asp		John Quinn						flow cytometer analyzer					
OBI:0400043	flow cell	flow cell	metadata incomplete	flow_cell	Aparatus in the fluidic subsystem where the sheath and sample meet. Can be one of several types; jet-in-air, quartz cuvette, or a hybrid of the two. The sample flows through the center of a fluid column of sheath fluid in the flow cell.	http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm	Biofilm Flow Cell	Person:John Quinn						device	contain function				
OBI:0400044	flow cytometer	flow cytometer	ready for release		A flow_cytometer is an instrument for counting, examining and sorting microscopic particles in suspension. It allows simultaneous multiparametric analysis of the physical and/or chemical characteristics of single cells flowing through an optical and/or electronic detection apparatus. A flow cytometer is an instrument that can be used to quantitatively measure the properties of individual cells in a flowing medium.	http://en.wikipedia.org/wiki/Flow_cytometer	FACS Calibur	John Quinn						cytometer		droplet sorter|obscuration bar|flow cell|light source|optical filter|photodetector			
OBI:0400045	fluid pressure regulator	fluid pressure regulator	metadata incomplete		Part of the fluidic subsystem. The fluid pressure regulator maintains constant pressure within the sheath and or sample lines by filling the lines with enough gas to push the fluid at the desired rate. The gas is usually air, and less frequently nitrogen. In the sheath line, the gas is pushed into the sheath tank. In the sample line the gas is pushed into the collection tube. Fluid pressure regulators maintain great enough pressure to push sample fluid out of the tube and sheath fluid out of the sheath tank.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 fluid pressure regulator	Person: John Quinn						device	environment control function|measure function				
OBI:0400047	gas laser	gas laser	metadata incomplete		A gas laser is a laser in which the lasing medium is a gas. The laser medium is places between two parallel mirrors for light emission amplification. The gas is excited to emit light via an external light source or an electric current discharging through the gas.	http://en.wikipedia.org/wiki/Gas_laser|John Quinn	helium-neon gas laser used to erradiate cells in a flow cytometer.	Daniel Schober						laser					
OBI:0400048	Guava EasyCyte Mini	Guava EasyCyte Mini	ready for release		A Guava_EasyCyte_Mini is a flow_cytometer_analyser that includes a single 488 nm laser, and filters and PMTs to collect up to 3 fluorescent parameters. It includes a photodiode forward scatter collector and an optional photodiode for side scatter collection.Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The mini accepts tubes only for inputting cells or beads. The Guava_EasyCyte_Mini cytometer is a small portable cytometer particularly useful for field measurement.	http://www.guavatechnologies.com/main/products/easyCyteMini.cfm		John Quinn						flow cytometer analyzer					
OBI:0400049	Guava EasyCyte Plus	Guava EasyCyte Plus	ready for release		A Guava_EasyCyte_Plus System is a flow_cytometer_analyser that includes a single 488 nm laser, and filters and PMTs to collect up to 4 fluorescent parameters. It includes a photodiode forward scatter collector and an optional photodiode for side scatter collection.Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The EasyCyte plus accepts 96 well plates as well as tubes. The Guava_EasyCyte_Plus cytometer is a small portable cytometer particularly useful for field measurement.	http://www.guavatechnologies.com/main/products/easycyte-new.cfm		John Quinn						flow cytometer analyzer					
OBI:0400050	Guava Personal Cell Analysis	Guava Personal Cell Analysis	ready for release	Guava_PCA	A  Guava_Personal_Cell_Analysis System is a flow_cytometer_analyser that includes a single 532 nm laser, and filters and PMTs to collect up to 2 fluorescent parameters. It includes a photodiode forward scatter collector. Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The PCA96 uses only tubes to introduce specimen. The Guava PCA cytometer is a small portable cytometer particularly useful for field measurement.	http://www.guavatechnologies.com/main/products/PCA-new.cfm		John Quinn						flow cytometer analyzer					
OBI:0400051	Guava Personal Cell Analysis-96	Guava Personal Cell Analysis-96	ready for release	Guava_PCA-96	The Guava_Personal_Cell_Analysis-96 Systems is a flow_cytometer_analyser that includes a single 532 nm laser, and filters and PMTs to collect up to 2 fluorescent parameters. It includes a photodiode forward scatter collector. Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The PCA96 uses either tubes or 96 well plates to introduce specimen. The Guava PCA -96 cytometer is a small portable cytometer particularly useful for field measurement.	http://www.guavatechnologies.com/main/products/PCA-96new.cfm		John Quinn						flow cytometer analyzer					
OBI:0400052	helium cadmium ion laser	helium cadmium ion laser	metadata incomplete		A helium-cadmium laser is a metal vapor laser that emits wavelengths of 442, 325 and 354 nms. This laser is a metal vapor laser. A helium-cadmium laser can by used to irradiate cells in a flow cytometer.	http://en.wikipedia.org/wiki/Laser#Gas_lasers	KIMMON HeCd 325nm laser	John Quinn						metal vapor laser					
OBI:0400053	helium neon ion laser	helium neon ion laser	metadata incomplete		A helium-neon laser (HeNe) is an ion laser that uses helium and neon gas-ions as lasing medium. HeNe lasers emit at 543 nm and 633 nm most commonly and can also be used at 543, 594, and 611 nm.	John Quinn|http://en.wikipedia.org/wiki/Laser#Gas_lasers	A helium neon laser can by used to irradiate cells in a flow cytometer.	Daniel Schober						ion laser					
OBI:0400054	Amnis ImageStream	Amnis ImageStream	ready for release		The ImageStream is a multispectral_imaging_flow_cytometer manufactured by Amnis. Its has digital electronics, a single standard 488 nm solid state laser. In addition an optional 658 nm and your choice of either a 405 nm or 375 nm solid state laser can be added. Information is collected using cameras. The ImageStream system CCD camera produces six images of each cell, including darkfield, brightfield, and up to four fluorescent colors. Each image is used to calculate over 40 features, so a six-image assay results in ~250 morphometric and photometric features per cell. The ImageStream is a flow cytometer that takes pictures of the cells in flow. It has both components, an Image cytometer and a flow cytometer.	http://www.amnis.com/		John Quinn|Melanie Courtot	It has both components, an Image cytometer and a flow cytometer.					multispectral imaging flow cytometer		image cytometer|flow cytometer			
OBI:0400055	inFlux Analyzer	inFlux Analyzer	ready for release		The inFlux Analyzer is a flow_cytometer_analyser manufactured by Cytopeia. It is a digital machine, with these laser options: Coherent 70, 90, 300 series water cooled lasers, solid state UV 355nm, Violet 408nm, Violet-Blue 479nm, Blue-488nm, Green-531nm, Red-635nm, Red-647nm. Filters and PMTs are used for all parameters (including forward light scatter), and up to 12 PMTs can be included. The Influx analyser can be used to measure the properties of individual cells.	http://www.cytopeia.com/analyzer.htm		John Quinn						flow cytometer analyzer					
OBI:0400056	Influx Cell Sorter	Influx Cell Sorter	ready for release		A Influx Cell Sorter is a flow_cytometer_sorter manufactured by Cytopeia. It is a digital machine, with these laser options: Coherent 70, 90, 300 series water cooled lasers, solid state UV 355nm, Violet 408nm, Violet-Blue 479nm, Blue-488nm, Green-531nm, Red-635nm, Red-647nm. The sorting is multi-way, index, and proportional sorting. Filters and PMTs are used for all parameters (including forward light scatter), and up to 12 PMTs can be included. The Influx cell sorter can be used to measure, sort, and collect ndividual cells.	http://www.cytopeia.com/sorter.htm	Influx Cell Sorter at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400060	ion laser	ion laser	metadata incomplete		An ion laser is a gas laser which uses an ionized gas as its lasing medium.	http://en.wikipedia.org/wiki/Ion_laser|John Quinn	2 Watt Lexel 88 Argon Ion laser	Daniel Schober						gas laser					
OBI:0400062	krypton ion laser	krypton ion laser	metadata incomplete		A krypton-ion laser is an ion laser that uses krypton as the lasing medium. These lasers can emit at 468, 476, 482, 520, 531, 568, 647 (the most powerful line), and 676 nm all at once. They have much lower gain than argon lasers however.	John Quinn	Lexel 95L krypton laser	Daniel Schober						ion laser					
OBI:0400063	LactoScope C4	LactoScope C4	ready for release		A LactoScope_C4 is a spectrophotometer with which the composition of milk and milk products is analysed via infrared technology. The LactoScope determines the amount of the constituents fat, protein, lactose and the total solids content with extreme accuracy.	http://www.aicompanies.com/DeltaCD/lacto_ftir_auto.htm	LactoScope C4 Automatic Economical	Melanie Courtot|Josef Spidlen						spectrophotometer					
OBI:0400064	laser	laser	metadata incomplete	light amplification by the stimulated emission of radiation	A laser (acronym for light amplification by the stimulated emission of radiation) is a light source that emits photons of the same characteristics in a coherent beam. A laser uses a solid, liquid or gaseous lasing medium, that contains molecules, of which some atoms have electrons that emit photons of the same frequency when falling back to their normal orbital after excitation (pumping) by external means A laser is the most common way to irradiate a cell in a flow cytometer.	http://en.wikipedia.org/wiki/Laser|John Quinn	A laser is the most common way to irradiate a cell in a flow cytometer.	Daniel Schober						light source					
OBI:0400065	light source	light source	metadata incomplete		A light source is an optical subsystem that provides light for use in a distant area using a delivery system (e.g., fiber optics). Light sources may include one of a variety of lamps (e.g., xenon, halogen, mercury). Most light sources are operated from line power, but some may be powered from batteries. They are mostly used in endoscopic, microscopic, and other examination and/or in surgical procedures. The light source is part of the optical subsystem. In a flow cytometer the light source directs high intensity light at particles at the interrogation point. The light source in a flow cytometer is usually a laser.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253		John Quinn|Elizabeth M. Goralczyk|Olga Tchuvatkina						device	light emission function				
OBI:0400066	logarithmic voltage amplifier	logarithmic voltage amplifier	metadata incomplete		A logarithmic voltage amplifier is an analog electronic circuit that puts out a voltage or current proportional to the voltage or current at its input, with logarithmic proportionality. In an analog system, the logarithmic voltage amplifier is used to present parameters with a high dynamic range on a more useful scale.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	HLVA-100 logarithmic voltage amplifier developed by FEMTO Messtechnik, GmbH	John Quinn						voltage amplifier					
OBI:0400067	long pass filter	long pass filter	metadata incomplete		A long pass filter is an optical filter that passes high wavelengths of light but attenuates (or reduces) wavelengths lower than the cutoff frequency. A long pass filter with a cutoff of 500 nm would pass all wavelengths greater than 500 nm.	http://en.wikipedia.org/wiki/high-pass_filter	750 LP filter	John Quinn						optical filter					
OBI:0400068	LSR2	LSR2	ready for release		A LSR2 is a sorter manufactured by Becton Dickinson. It features digital electronics, a solid state 488 nm blue laser and optionally can also have any combination of solid state UV (355 nm) and violet (405 nm) lasers and the a HeNe (633 nm) ion laser. The LSR2 has the filters and PMTs to work with 13 fluorescent parameters. The LSR II is one of the most common sorters in use.	http://www.bdbiosciences.com/external_files/is/doc/mkt_lit/brochures/live/web_enabled/SJ-0142-00LSR2.pdf	LSR2 at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400069	Luminex 100	Luminex 100	ready for release		The Luminex 100 is a flow_cytometer_analyser manufactured by Luminex. It is a single laser system (575 nm) with avalanche photodiodes in red and infrared and a single PMT for fluorescence. The flow chamber is a square quartz cuvette.	http://www.luminexcorp.com/products/luminex_100IS.html		John Quinn						flow cytometer analyzer					
OBI:0400070	Luminex 200	Luminex 200	ready for release		A Luminex_200 is a flow_cytometer_analyser manufactured by Luminex. The optical specifications are: Reporter laser: 532 nm, nominal output 10 - 15 mW, maximum 500 mW, frequency-doubled diode; mode of operation, continuous wave (CW). Classification laser: 635 nm, 9.1 __ 6%, maximum output 25 mW, diode; mode of operation, continuous wave (CW) Reporter detector: Photomultiplier tube, detection bandwidth of 565 - 585 nm Classification detector and doublet discriminator: Avalanche photo diodes with temperature compensation	http://www.luminexcorp.com/support/faqs.html		John Quinn						flow cytometer analyzer					
OBI:0400071	MACS Quant	MACS Quant	ready for release		A MACS Quant is a flow_cytometer_analyser manufactured by Miltenyi. It uses digital electronics, and has three lasers of wavelengths 405 nm, 488 nm, and 635 nm. It has filters and detectors to collect 7 fluorescent parameters and 2 scatter parameters. The MACS Quant is an analyser usually used in research applications.	http://www.miltenyi.com		John Quinn						flow cytometer analyzer					
OBI:0400073	metal vapor laser	metal vapor laser	metadata incomplete		A metal vapor laser is a gas laser in which the lasing medium is metal vapor. A metal vapor laser can by used to irradiate cells in a flow cytometer.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	Gold vapor laser, Helium-cadmium metal-vapor laser	John Quinn						gas laser					
OBI:0400074	mixed argon-krypton gas laser	mixed argon-krypton gas laser	metadata incomplete		A mixed argon krypton gas laser is an ion laser in which the lasing medium is a mixture of argon and krypton. A mixed argon-krypton laser can by used to irradiate cells in a flow cytometer.	http://www.eio.com/repairfaq/sam/laserarg.htm	argon-krypton laser in a cytometer	John Quinn						ion laser					
OBI:0400075	MoFlo	MoFlo	ready for release		A MoFlo is a flow_cytometer_sorter manufactured by Dako Cytomation. It features digital electronics, the option to include several lasers (solid state 488 nm, 635 nm, and a 351 nm diode laser), and has the filtering and collection capacity for up to 10 flouresecent parameters. The MoFlo is an instrument that can be used to both analyze quantitatively and collect cells in a flowing medium.	http://www.dakousa.com/index/prod_search/prod_groups.htm?productareaid=16	MoFlo at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400077	neodymium-YAG laser	neodymium-YAG laser	metadata incomplete		A Neodymium-YAG (yttrium aluminum garnet) laser is a solid state laser in which the lasing medium is a solid rod of crystalline material pumped by a flash lamp or a diode laser. Typical output wavelengths are 355, 532, and 1064 nm. A neodymium-YAG laser can by used to irradiate cells in a flow cytometer.	John Quinn	Neodymium-YAG Laser in DURIP99 System	Daniel Schober						solid state laser					
