ontology ID	label	editor preferred term	has curation status	alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	measurand	analyte	device	reagent	molecular label	input	output	target entity	target context	objective	associated axioms
OBI:2100201	CBC with manual differential venous blood metamyelocyte count assay				A cytometry assay that measures the count of metamyelocytes in venous blood as part of a CBC with manual differential order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			venous blood specimen								metamyelocyte			
OBI:2100202	arterial blood lactic acid assay				An assay that measures lactic acid in arterial blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			arterial blood specimen								rac-lactic acid			
OBI:2100203	venous blood 25-hydroxyvitamin D2 assay				An analyte assay that measures the abundance of 25-hydroxyvitamin D2 in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		25-hydroxyvitamin D2									
OBI:2100204	venous blood digoxin assay				An analyte assay that measures the abundance of digoxin in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		digoxin									
OBI:2100205	urine protein assay				An analyte assay that measures the abundance of protein in urine	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			urine specimen		protein									
OBI:2100206	venous blood tobramycin assay				An analyte assay that measures the abundance of tobramycin in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		tobramycin									
OBI:2100207	CBC with manual differential venous blood myelocyte count assay				A cytometry assay that measures the count of myelocytes in venous blood as part of a CBC with manual differential order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		myelocyte count assay			venous blood specimen								myelocyte			
OBI:2100208	SPEP protein electrophoresis venous blood beta-globin assay				An analyte assay that measures the abundance of beta-globin in venous blood as part of a SPEP protein electrophoresis order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		beta-globin									
OBI:2100209	SPEP protein electrophoresis venous blood albumin assay				An analyte assay that measures the abundance of albumin in venous blood as part of a SPEP protein electrophoresis order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		albumin									
OBI:2100210	SPEP protein electrophoresis venous blood protein assay				An analyte assay that measures the abundance of protein in venous blood as part of a SPEP protein electrophoresis order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		protein									
OBI:2100211	trough venous blood vancomycin assay				An analyte assay that measures the abundance of vancomycin in venous blood as part of a trough order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		vancomycin									
OBI:2100212	hepatic panel venous blood protein assay				An analyte assay that measures the abundance of protein in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		protein									
OBI:2100213	hepatic panel venous blood bilirubin assay				An analyte assay that measures the abundance of bilirubin in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		bilirubin IXalpha									
OBI:2100214	hepatic panel venous blood alanine aminotransferase assay				An analyte assay that measures the abundance of alanine aminotransferase in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		alanine aminotransferase									
OBI:2100215	hepatic panel venous blood human aspartate aminotransferase assay				An analyte assay that measures the abundance of human aspartate aminotransferase in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'aspartate aminotransferase (human)'									
OBI:2100216	hepatic panel venous blood albumin assay				An analyte assay that measures the abundance of albumin in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		albumin									
OBI:2100217	hepatic panel venous blood human alkaline phosphatase assay				An analyte assay that measures the abundance of human alkaline phosphatase in venous blood as part of a hepatic panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'alkaline phosphatase (human)'									
OBI:2100218	estimated venous blood glomerular filtration assay				An assay that measures glomerular filtration in venous blood as part of a estimated order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			venous blood specimen								glomerular filtration			
OBI:2100219	DT60 venous blood creatinine assay				An analyte assay that measures the abundance of creatinine in venous blood as part of a DT60 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		creatinine									
OBI:2100220	fasting venous blood glucose assay				An analyte assay that measures the abundance of glucose in venous blood as part of a fasting order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		glucose									
OBI:2100221	random venous blood amikacin assay				An analyte assay that measures the abundance of amikacin in venous blood as part of a random order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		amikacin									
OBI:2100222	venous blood ammonia assay				An analyte assay that measures the abundance of ammonia in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		ammonia									
OBI:2100223	venous blood GGT assay				An analyte assay that measures the abundance of GGT in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		protein-glutamine gamma-glutamyltransferase									
OBI:2100224	chem11 venous blood phosphate assay				An analyte assay that measures the abundance of phosphate in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		phosphate ion									
OBI:2100225	chem11 venous blood potassium assay				An analyte assay that measures the abundance of potassium in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'potassium(1+)'									
OBI:2100226	chem11 venous blood calcium assay				An analyte assay that measures the abundance of calcium in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		calcium cation									
OBI:2100227	chem11 venous blood glucose assay				An analyte assay that measures the abundance of glucose in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		glucose									
OBI:2100228	chem11 venous blood carbon dioxide assay				An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		carbon dioxide									
OBI:2100229	chem11 venous blood albumin assay				An analyte assay that measures the abundance of albumin in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		albumin									
OBI:2100230	chem11 venous blood sodium assay				An analyte assay that measures the abundance of sodium in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'sodium(1+)'									
OBI:2100231	chem11 venous blood magnesium assay				An analyte assay that measures the abundance of magnesium in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		magnesium cation									
OBI:2100232	chem11 venous blood creatinine assay				An analyte assay that measures the abundance of creatinine in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		creatinine									
OBI:2100233	chem11 venous blood chloride assay				An analyte assay that measures the abundance of chloride in venous blood as part of a chem11 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		chloride									
OBI:2100234	total venous blood IgE assay				An assay that measures IgE in venous blood as part of a total order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			venous blood specimen								IgE immunoglobulin complex			
OBI:2100235	chem16 venous blood human aspartate aminotransferase assay				An analyte assay that measures the abundance of human aspartate aminotransferase in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'aspartate aminotransferase (human)'									
OBI:2100236	chem16 venous blood creatinine assay				An analyte assay that measures the abundance of creatinine in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		creatinine									
OBI:2100237	chem16 venous blood magnesium assay				An analyte assay that measures the abundance of magnesium in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		magnesium cation									
OBI:2100238	chem16 venous blood carbon dioxide assay				An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		carbon dioxide									
OBI:2100239	chem16 venous blood glucose assay				An analyte assay that measures the abundance of glucose in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		glucose									
OBI:2100240	chem16 venous blood calcium assay				An analyte assay that measures the abundance of calcium in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		calcium cation									
OBI:2100241	chem16 venous blood triglyceride assay				An analyte assay that measures the abundance of triglyceride in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		triglyceride									
OBI:2100242	chem16 venous blood sodium assay				An analyte assay that measures the abundance of sodium in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'sodium(1+)'									
OBI:2100243	chem16 venous blood phosphate assay				An analyte assay that measures the abundance of phosphate in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		phosphate ion									
OBI:2100244	chem16 venous blood human alkaline phosphatase assay				An analyte assay that measures the abundance of human alkaline phosphatase in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'alkaline phosphatase (human)'									
OBI:2100245	chem16 venous blood albumin assay				An analyte assay that measures the abundance of albumin in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		albumin									
OBI:2100246	chem16 venous blood bilirubin assay				An analyte assay that measures the abundance of bilirubin in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		bilirubin IXalpha									
OBI:2100247	chem16 venous blood chloride assay				An analyte assay that measures the abundance of chloride in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		chloride									
OBI:2100248	chem16 venous blood alanine aminotransferase assay				An analyte assay that measures the abundance of alanine aminotransferase in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		alanine aminotransferase									
OBI:2100249	chem16 venous blood potassium assay				An analyte assay that measures the abundance of potassium in venous blood as part of a chem16 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'potassium(1+)'									
OBI:2100250	POC chem8 arterial blood glucose assay				An analyte assay that measures the abundance of glucose in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		glucose									
OBI:2100251	POC chem8 arterial blood ionized calcium assay				An analyte assay that measures the abundance of ionized calcium in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		calcium cation									
OBI:2100252	POC chem8 arterial blood potassium assay				An analyte assay that measures the abundance of potassium in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		'potassium(1+)'									
OBI:2100253	POC chem8 arterial blood sodium assay				An analyte assay that measures the abundance of sodium in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		'sodium(1+)'									
OBI:2100254	POC chem8 arterial blood creatinine assay				An analyte assay that measures the abundance of creatinine in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		creatinine									
OBI:2100255	POC chem8 arterial blood hematocrit assay				A cytometry assay that measures the proportion of red blood cells in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			arterial blood specimen								erythrocyte			
OBI:2100256	POC chem8 arterial blood chloride assay				An analyte assay that measures the abundance of chloride in arterial blood as part of a POC chem8 order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		chloride									
OBI:2100257	peak venous blood tobramycin assay				An analyte assay that measures the abundance of tobramycin in venous blood as part of a peak order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		tobramycin									
OBI:2100258	24 hour urine creatinine assay				An analyte assay that measures the abundance of creatinine in urine as part of a 24 hour order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			urine specimen		creatinine									
OBI:2100259	intact venous blood PTH assay				An analyte assay that measures the abundance of PTH in venous blood as part of a intact order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		prostate-specific antigen									
OBI:2100260	total venous blood PSA assay				An analyte assay that measures the abundance of PSA in venous blood as part of a total order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		prostate-specific antigen									
OBI:2100261	total venous blood T3 assay				An analyte assay that measures the abundance of T3 in venous blood as part of a total order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		""3,3',5'-triiodothyronine""									
OBI:2100262	24 hour urine protein assay				An analyte assay that measures the abundance of protein in urine as part of a 24 hour order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			urine specimen		protein									
OBI:2100263	total venous blood cholesterol assay				An analyte assay that measures the abundance of cholesterol in venous blood as part of a total order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		cholesterol									
OBI:2100264	venous blood triglyceride assay				An analyte assay that measures the abundance of triglyceride in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		triglyceride									
OBI:2100265	tube 4 count cerebrospinal fluid cell count assay				A cytometry assay that measures the count of cells in cerebrospinal fluid as part of a tube 4 count order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			cerebrospinal fluid specimen								cell			
OBI:2100266	cerebrospinal fluid protein assay				An analyte assay that measures the abundance of protein in cerebrospinal fluid	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			cerebrospinal fluid specimen		protein									
OBI:2100267	cerebrospinal fluid glucose assay				An analyte assay that measures the abundance of glucose in cerebrospinal fluid	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			cerebrospinal fluid specimen		glucose									
OBI:2100268	tube 1 count cerebrospinal fluid cell count assay				A cytometry assay that measures the count of cells in cerebrospinal fluid as part of a tube 1 count order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			cerebrospinal fluid specimen								cell			
OBI:2100269	venous blood dehydroepiandrosterone assay				An analyte assay that measures the abundance of dehydroepiandrosterone in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		dehydroepiandrosterone									
OBI:2100270	venous blood cortisol assay				An analyte assay that measures the abundance of cortisol in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		cortisol									
OBI:2100271	ABL90 panel arterial blood sodium assay				An analyte assay that measures the abundance of sodium in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		'sodium(1+)'									
OBI:2100272	ABL90 panel arterial blood oxygen assay				An analyte assay that measures the abundance of oxygen in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		elemental oxygen									
OBI:2100273	ABL90 panel arterial blood glucose assay				An analyte assay that measures the abundance of glucose in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		glucose									
OBI:2100274	ABL90 panel arterial blood lactic acid assay				An assay that measures lactic acid in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			arterial blood specimen								rac-lactic acid			
OBI:2100275	ABL90 panel arterial blood hemoglobin assay				An analyte assay that measures the abundance of hemoglobin in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		hemoglobin									
OBI:2100276	ABL90 panel arterial blood chloride assay				An analyte assay that measures the abundance of chloride in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		chloride									
OBI:2100277	ABL90 panel arterial blood carbon dioxide assay				An analyte assay that measures the abundance of carbon dioxide in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		carbon dioxide									
OBI:2100278	ABL90 panel arterial blood hematocrit assay				A cytometry assay that measures the proportion of red blood cells in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			arterial blood specimen								erythrocyte			
OBI:2100279	ABL90 panel arterial blood calcium assay				An analyte assay that measures the abundance of calcium in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		calcium cation									
OBI:2100280	ABL90 panel arterial blood temperature assay				An assay that measures temperature in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			arterial blood specimen								temperature			
